event_timestamp_utc,amount_paise,amount_log1p,payment_method,is_international,card_network,card_type,issuer,card_sub_type,payment_hour_utc,payment_day_of_week,transactions_last_10min,transactions_last_1hr,failed_attempts_last_10min,failed_attempts_last_1hr,amount_vs_merchant_avg,amount_vs_merchant_max,new_device,new_ip,velocity_score,merchant_account_age_days,merchant_transactions_prior,is_night_utc,outcome
2026-01-01T01:09:00+00:00,6413,8.766238,netbanking,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,2.970357,0.990119,1,1,15.0,975,0,1,1
2026-01-01T01:09:16+00:00,953,6.860664,netbanking,0,unknown,unknown,unknown,unknown,1,3,0,1,0,1,0.210721,0.075419,1,0,14.2,395,1,1,1
2026-01-01T01:09:23+00:00,3116,8.044626,emi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,1.184791,0.39493,1,0,7.0,494,0,1,0
2026-01-01T01:11:52+00:00,17005,9.741322,upi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,2.941024,0.980341,0,1,8.0,575,0,1,1
2026-01-01T01:12:40+00:00,2052,7.627057,netbanking,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,0.466788,0.155596,1,1,15.0,235,0,1,1
2026-01-01T01:13:20+00:00,8042,8.992557,netbanking,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,1.96674,0.65558,0,0,0.0,943,0,1,0
2026-01-01T01:14:33+00:00,687,6.533789,card,0,rupay,credit,indusind,consumer,1,3,0,0,0,0,0.088156,0.029385,0,0,0.0,133,0,1,0
2026-01-01T01:14:50+00:00,2784,7.932003,upi,0,unknown,unknown,unknown,unknown,1,3,0,1,0,0,1.309971,0.426275,0,1,10.2,615,1,1,0
2026-01-01T01:19:34+00:00,807,6.694562,upi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,0.093284,0.031095,0,0,0.0,500,0,1,0
2026-01-01T01:24:24+00:00,3037,8.018955,card,0,mastercard,debit,icici,consumer,1,3,0,0,0,0,0.352075,0.117358,1,0,7.0,136,0,1,0
2026-01-01T01:26:38+00:00,4642,8.443116,upi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,2.713033,0.904344,0,1,8.0,657,0,1,0
2026-01-01T01:30:23+00:00,1222,7.109062,card,0,rupay,credit,icici,consumer,1,3,0,1,0,1,0.253557,0.06532,0,0,7.2,593,1,1,0
2026-01-01T01:31:21+00:00,9387,9.147188,upi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,2.411871,0.803957,0,0,0.0,430,0,1,0
2026-01-01T01:31:33+00:00,2307,7.744137,card,0,mastercard,credit,axis,consumer,1,3,0,0,0,0,0.490747,0.163582,1,0,7.0,316,0,1,0
2026-01-01T01:32:23+00:00,1752,7.469084,upi,0,unknown,unknown,unknown,unknown,1,3,0,1,0,1,0.401806,0.138651,0,1,15.2,395,2,1,0
2026-01-01T01:33:48+00:00,22117,10.004147,upi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,7.609258,2.659572,1,1,15.0,1030,2,1,1
2026-01-01T01:35:16+00:00,2456,7.806696,upi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,0.766064,0.255355,1,0,7.0,279,0,1,0
2026-01-01T01:45:10+00:00,1638,7.401842,card,0,mastercard,debit,icici,consumer,1,3,0,0,0,0,0.190598,0.063533,0,0,0.0,488,0,1,0
2026-01-01T01:46:03+00:00,751,6.622736,upi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,0.287106,0.093095,1,1,15.0,1004,1,1,1
2026-01-01T01:49:54+00:00,2437,7.798933,card,0,mastercard,debit,icici,consumer,1,3,0,0,0,0,1.797198,0.599066,1,1,15.0,139,0,1,1
2026-01-01T01:51:32+00:00,670,6.508769,card,1,rupay,debit,axis,consumer,1,3,0,0,0,0,0.360215,0.120072,0,0,0.0,1019,0,1,0
2026-01-01T01:52:28+00:00,2028,7.615298,emi,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,0.641975,0.213992,0,1,8.0,639,0,1,0
2026-01-01T01:56:56+00:00,7494,8.921991,card,1,visa,debit,icici,consumer,1,3,0,1,0,1,2.002765,0.338834,0,0,7.2,1030,3,1,1
2026-01-01T01:57:22+00:00,6618,8.7977,netbanking,0,unknown,unknown,unknown,unknown,1,3,0,0,0,0,1.228285,0.409428,0,0,0.0,271,0,1,0
2026-01-01T02:02:22+00:00,1019,6.927558,upi,0,unknown,unknown,unknown,unknown,2,3,0,1,0,0,0.245325,0.087273,1,0,9.2,430,1,1,0
2026-01-01T02:13:36+00:00,9697,9.179675,netbanking,0,unknown,unknown,unknown,unknown,2,3,0,0,0,0,0.46196,0.153987,0,1,8.0,121,0,1,1
2026-01-01T02:15:11+00:00,4167,8.335192,upi,0,unknown,unknown,unknown,unknown,2,3,0,0,0,0,4.125743,1.375248,1,0,7.0,763,0,1,1
2026-01-01T02:18:21+00:00,5714,8.65085,upi,0,unknown,unknown,unknown,unknown,2,3,0,0,0,0,1.691033,0.563678,0,0,0.0,781,0,1,0
2026-01-01T02:20:13+00:00,2021,7.611842,card,0,rupay,credit,axis,consumer,2,3,0,0,0,0,0.843137,0.281046,1,0,7.0,116,0,1,0
2026-01-01T02:22:17+00:00,51958,10.85821,upi,1,unknown,unknown,unknown,unknown,2,3,0,0,0,0,8.223805,2.741268,1,1,15.0,998,0,1,1
2026-01-01T02:24:45+00:00,9906,9.200997,pay_later,0,unknown,unknown,unknown,unknown,2,3,0,0,0,0,2.312119,0.751137,1,0,7.0,235,1,1,1
2026-01-01T02:27:41+00:00,19497,9.878067,card,0,visa,credit,icici,consumer,2,3,0,0,0,0,7.097561,2.365854,1,0,7.0,88,0,1,1
2026-01-01T02:33:41+00:00,3689,8.213382,wallet,0,unknown,unknown,unknown,unknown,2,3,0,0,0,0,0.580305,0.193435,0,1,8.0,1010,0,1,0
2026-01-01T02:34:53+00:00,2930,7.983099,card,0,visa,credit,sbi,consumer,2,3,0,0,0,0,0.412444,0.137481,1,0,7.0,525,0,1,0
2026-01-01T02:37:34+00:00,8391,9.035034,card,0,mastercard,debit,hdfc,consumer,2,3,0,1,0,1,3.31529,1.040164,0,1,15.2,1004,2,1,1
2026-01-01T02:47:30+00:00,10582,9.267004,card,0,amex,credit,icici,consumer,2,3,0,0,0,0,5.322938,1.774313,0,1,8.0,1060,0,1,1
2026-01-01T02:50:42+00:00,622,6.434547,card,0,mastercard,debit,icici,consumer,2,3,0,0,0,0,0.170785,0.056928,0,1,8.0,760,0,1,0
2026-01-01T02:51:40+00:00,828,6.72022,card,0,mastercard,debit,axis,business,2,3,0,0,0,0,0.178795,0.059598,0,0,0.0,316,0,1,0
2026-01-01T02:53:53+00:00,21442,9.973154,card,0,rupay,prepaid,sbi,consumer,2,3,0,0,0,0,2.824785,0.905299,0,0,0.0,1002,1,1,0
2026-01-01T02:57:37+00:00,7866,8.970432,card,0,mastercard,debit,icici,business,2,3,0,0,0,0,4.858555,1.619518,0,0,0.0,829,0,1,1
2026-01-01T02:57:50+00:00,13693,9.524713,netbanking,0,unknown,unknown,unknown,unknown,2,3,0,0,0,0,3.311487,1.103829,0,0,0.0,1045,0,1,0
2026-01-01T02:58:04+00:00,3897,8.268219,upi,0,unknown,unknown,unknown,unknown,2,3,0,0,0,0,0.819386,0.273129,0,0,0.0,217,0,1,0
2026-01-01T03:07:33+00:00,3056,8.025189,emi,0,unknown,unknown,unknown,unknown,3,3,0,0,0,0,1.879459,0.626486,0,1,8.0,67,0,1,1
2026-01-01T03:07:44+00:00,396,5.983936,upi,0,unknown,unknown,unknown,unknown,3,3,0,1,0,1,0.111719,0.020311,0,0,7.2,88,1,1,0
2026-01-01T03:09:30+00:00,122577,11.716503,upi,0,unknown,unknown,unknown,unknown,3,3,0,1,0,1,51.132593,11.583538,1,0,14.2,1060,1,1,1
2026-01-01T03:12:31+00:00,3815,8.246958,netbanking,0,unknown,unknown,unknown,unknown,3,3,0,0,0,0,4.173961,1.39132,0,1,8.0,792,0,1,1
2026-01-01T03:16:21+00:00,3849,8.255828,wallet,0,unknown,unknown,unknown,unknown,3,3,0,1,0,0,0.557403,0.180602,0,0,2.2,525,1,1,0
2026-01-01T03:22:07+00:00,981,6.889591,upi,0,unknown,unknown,unknown,unknown,3,3,0,0,0,0,0.31392,0.10464,1,0,7.0,300,0,1,0
2026-01-01T03:22:21+00:00,6067,8.710784,card,0,visa,debit,sbi,consumer,3,3,0,0,0,0,0.537331,0.17911,0,0,0.0,892,0,1,0
2026-01-01T03:24:54+00:00,4840,8.484877,card,0,mastercard,prepaid,yes_bank,consumer,3,3,0,0,0,0,0.703386,0.234462,1,0,7.0,278,0,1,1
2026-01-01T03:29:13+00:00,582,6.368187,card,0,visa,prepaid,rbl,consumer,3,3,0,0,0,0,0.149301,0.026315,0,0,0.0,1030,4,1,0
2026-01-01T03:32:09+00:00,959,6.866933,card,0,rupay,debit,rbl,consumer,3,3,0,0,0,0,0.404641,0.13488,1,0,7.0,126,0,1,0
2026-01-01T03:41:56+00:00,2395,7.781556,card,0,mastercard,credit,yes_bank,consumer,3,3,0,0,0,0,0.529516,0.176505,0,0,0.0,931,0,1,0
2026-01-01T03:43:55+00:00,1346,7.205635,card,0,amex,debit,indusind,consumer,3,3,0,1,0,0,0.285466,0.094337,1,0,9.2,217,1,1,0
2026-01-01T03:45:34+00:00,1754,7.470224,card,1,rupay,debit,hdfc,consumer,3,3,0,0,0,0,0.085757,0.027853,1,1,15.0,121,1,1,1
2026-01-01T03:51:50+00:00,94600,11.457423,upi,0,unknown,unknown,unknown,unknown,3,3,0,0,0,0,28.255675,9.418558,0,0,0.0,48,0,1,0
2026-01-01T03:54:48+00:00,4481,8.407825,card,0,visa,credit,yes_bank,consumer,3,3,0,0,0,0,1.193024,0.397675,0,0,0.0,821,0,1,0
2026-01-01T03:54:49+00:00,721,6.582025,card,0,rupay,debit,hdfc,business,3,3,0,1,0,0,0.191474,0.032599,0,1,10.2,1030,5,1,0
2026-01-01T03:59:20+00:00,1085,6.990257,netbanking,0,unknown,unknown,unknown,unknown,3,3,0,0,0,0,0.188172,0.062724,0,1,8.0,849,0,1,1
2026-01-01T04:02:12+00:00,15068,9.620395,upi,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,7.862347,1.915586,0,0,0.0,829,1,1,0
2026-01-01T04:02:35+00:00,2646,7.881182,emi,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,0.442475,0.147492,0,0,0.0,352,0,1,0
2026-01-01T04:03:26+00:00,8456,9.04275,netbanking,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,1.672468,0.557489,0,1,8.0,1065,0,1,1
2026-01-01T04:14:19+00:00,7589,8.934587,card,0,visa,debit,sbi,consumer,4,3,0,0,0,0,6.28749,2.09583,1,0,7.0,636,0,1,1
2026-01-01T04:17:51+00:00,11485,9.348884,upi,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,5.180424,1.726808,0,0,0.0,1072,0,1,1
2026-01-01T04:18:42+00:00,459,6.131226,card,0,visa,debit,icici,consumer,4,3,0,0,0,0,0.058397,0.003745,1,1,15.0,1060,2,1,0
2026-01-01T04:19:11+00:00,2606,7.865955,upi,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,0.760876,0.253625,1,0,7.0,983,0,1,0
2026-01-01T04:23:57+00:00,30626,10.329637,upi,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,6.97949,2.326497,0,1,8.0,550,0,1,1
2026-01-01T04:26:11+00:00,195,5.278115,pay_later,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,0.057656,0.02086,0,0,0.0,351,1,1,0
2026-01-01T04:29:03+00:00,14121,9.555489,upi,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,4.481434,1.493811,1,0,7.0,856,0,1,1
2026-01-01T04:31:54+00:00,61361,11.024546,card,0,mastercard,debit,axis,consumer,4,3,0,0,0,0,10.526591,3.356361,0,0,0.0,86,1,1,1
2026-01-01T04:32:06+00:00,8785,9.080915,netbanking,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,0.521458,0.173819,0,0,0.0,176,0,1,0
2026-01-01T04:35:08+00:00,38917,10.569212,card,0,rupay,prepaid,indusind,consumer,4,3,0,0,0,0,8.765466,2.795159,0,1,8.0,180,1,1,1
2026-01-01T04:42:14+00:00,44934,10.712972,upi,0,unknown,unknown,unknown,unknown,4,3,0,0,0,0,9.394522,3.131507,0,0,0.0,1023,0,1,1
2026-01-01T05:03:39+00:00,40918,10.61935,card,1,rupay,debit,rbl,business,5,3,0,0,0,0,5.147566,1.715855,0,0,0.0,936,0,0,1
2026-01-01T05:04:14+00:00,10912,9.29771,card,0,rupay,prepaid,yes_bank,consumer,5,3,0,0,0,0,2.08483,0.694943,0,0,0.0,214,0,0,0
2026-01-01T05:05:31+00:00,1764,7.475906,netbanking,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,0.396494,0.132165,0,1,8.0,341,0,0,0
2026-01-01T05:08:11+00:00,10454,9.254836,upi,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,6.546024,2.182008,1,0,7.0,1070,0,0,1
2026-01-01T05:10:36+00:00,3492,8.158516,netbanking,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,0.575099,0.1917,0,0,0.0,56,0,0,0
2026-01-01T05:15:10+00:00,1068,6.974479,pay_later,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,0.212226,0.073615,0,0,0.0,525,1,0,0
2026-01-01T05:22:37+00:00,24419,10.103158,card,1,visa,debit,axis,consumer,5,3,0,0,0,0,7.34406,2.44802,0,0,0.0,96,0,0,1
2026-01-01T05:23:01+00:00,2450,7.804251,upi,0,unknown,unknown,unknown,unknown,5,3,0,1,0,0,0.148818,0.048475,1,1,17.2,176,1,0,1
2026-01-01T05:23:13+00:00,14103,9.554214,upi,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,3.132608,1.044203,0,0,0.0,913,0,0,0
2026-01-01T05:27:19+00:00,1748,7.466799,card,1,rupay,debit,indusind,consumer,5,3,0,0,0,0,1.275912,0.425304,0,1,8.0,266,0,0,0
2026-01-01T05:27:22+00:00,6452,8.7723,netbanking,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,7.839611,2.613204,1,1,15.0,893,0,0,1
2026-01-01T05:29:04+00:00,1758,7.472501,emi,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,0.155026,0.051675,0,1,8.0,562,0,0,0
2026-01-01T05:39:58+00:00,1838,7.516977,upi,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,0.271733,0.090578,1,0,7.0,173,0,0,0
2026-01-01T05:46:10+00:00,314,5.752573,emi,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,0.047475,0.015825,1,0,7.0,679,0,0,0
2026-01-01T05:46:38+00:00,2760,7.923348,card,1,visa,debit,sbi,consumer,5,3,0,0,0,0,1.216395,0.405465,0,1,8.0,800,0,0,1
2026-01-01T05:48:36+00:00,12857,9.461721,card,0,mastercard,debit,yes_bank,consumer,5,3,0,0,0,0,2.162294,0.720765,0,1,8.0,694,0,0,0
2026-01-01T05:49:44+00:00,3052,8.02388,upi,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,0.733125,0.244375,0,0,0.0,828,0,0,0
2026-01-01T05:55:05+00:00,5547,8.621193,upi,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,0.635167,0.205262,0,1,8.0,92,1,0,0
2026-01-01T05:57:00+00:00,9030,9.108418,netbanking,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,2.806963,0.935654,1,0,7.0,32,0,0,0
2026-01-01T05:57:58+00:00,855,6.75227,card,0,visa,debit,rbl,consumer,5,3,0,0,0,0,0.088317,0.029439,1,0,7.0,301,0,0,0
2026-01-01T05:59:12+00:00,16813,9.729967,pay_later,0,unknown,unknown,unknown,unknown,5,3,0,0,0,0,1.522608,0.496354,0,1,8.0,892,1,0,0
2026-01-01T06:01:44+00:00,2678,7.893199,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.82724,0.286478,0,1,8.0,351,2,0,0
2026-01-01T06:02:48+00:00,77207,11.254258,card,0,visa,credit,hdfc,consumer,6,3,0,0,0,0,13.284067,4.428022,0,0,0.0,503,0,0,1
2026-01-01T06:05:16+00:00,4231,8.35043,card,0,rupay,credit,rbl,business,6,3,0,0,0,0,0.514703,0.178636,1,1,15.0,1002,2,0,1
2026-01-01T06:09:51+00:00,10598,9.268515,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,2.642114,0.907674,0,0,0.0,430,2,0,1
2026-01-01T06:12:10+00:00,572,6.350886,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.07588,0.004666,0,0,0.0,1060,3,0,0
2026-01-01T06:24:18+00:00,3402,8.132413,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.801052,0.269231,1,0,7.0,395,3,0,0
2026-01-01T06:27:19+00:00,4295,8.36544,card,0,mastercard,prepaid,yes_bank,consumer,6,3,0,0,0,0,0.780288,0.273532,0,0,0.0,214,1,0,0
2026-01-01T06:29:25+00:00,4442,8.399085,card,0,rupay,debit,icici,consumer,6,3,0,0,0,0,1.656227,0.552076,0,0,0.0,386,0,0,0
2026-01-01T06:37:35+00:00,5058,8.528924,card,0,visa,credit,rbl,consumer,6,3,0,1,0,0,0.697856,0.041264,1,0,9.2,1060,4,0,1
2026-01-01T06:38:47+00:00,1884,7.541683,card,0,mastercard,debit,rbl,consumer,6,3,0,0,0,0,0.840321,0.280107,0,0,0.0,1052,0,0,0
2026-01-01T06:41:23+00:00,13513,9.511481,upi,1,unknown,unknown,unknown,unknown,6,3,0,0,0,0,3.096471,1.032157,0,0,0.0,289,0,0,0
2026-01-01T06:42:02+00:00,5142,8.545392,card,1,mastercard,prepaid,axis,consumer,6,3,0,1,0,1,1.196491,0.440391,1,1,22.2,430,3,0,1
2026-01-01T06:42:06+00:00,1551,7.3473,pay_later,0,unknown,unknown,unknown,unknown,6,3,0,1,0,0,0.167482,0.053404,0,1,10.2,301,1,0,0
2026-01-01T06:42:10+00:00,6064,8.71029,upi,0,unknown,unknown,unknown,unknown,6,3,1,2,1,1,0.84689,0.049471,0,0,29.4,1060,5,0,0
2026-01-01T06:43:12+00:00,1296,7.167809,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.757452,0.252484,1,0,7.0,641,0,0,0
2026-01-01T06:43:23+00:00,6522,8.78309,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.847747,0.068943,0,1,8.0,48,1,0,0
2026-01-01T06:46:46+00:00,3236,8.082402,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.705472,0.229455,0,1,8.0,316,1,0,0
2026-01-01T06:47:05+00:00,966,6.874198,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.288444,0.096148,0,0,0.0,274,0,0,0
2026-01-01T06:47:09+00:00,3524,8.167636,card,0,mastercard,debit,hdfc,consumer,6,3,0,0,0,0,0.427774,0.142591,0,1,8.0,266,0,0,0
2026-01-01T06:47:14+00:00,458,6.12905,wallet,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.121358,0.04056,0,0,0.0,644,1,0,0
2026-01-01T06:49:52+00:00,7591,8.93485,card,0,visa,credit,kotak_mahindra,consumer,6,3,0,0,0,0,0.797374,0.265791,1,0,7.0,926,0,0,1
2026-01-01T06:50:11+00:00,3336,8.112827,card,0,visa,debit,indusind,business,6,3,0,0,0,0,0.531226,0.175339,0,0,0.0,966,1,0,0
2026-01-01T06:51:03+00:00,411,6.021023,pay_later,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.105764,0.035255,0,0,0.0,734,0,0,0
2026-01-01T06:55:48+00:00,1146,7.044905,card,0,amex,credit,yes_bank,consumer,6,3,0,0,0,0,0.199582,0.066527,1,0,7.0,106,0,0,0
2026-01-01T06:56:47+00:00,602,6.401917,emi,0,unknown,unknown,unknown,unknown,6,3,1,1,1,1,0.063851,0.021078,0,0,27.2,926,1,0,0
2026-01-01T06:57:40+00:00,728,6.591674,upi,0,unknown,unknown,unknown,unknown,6,3,0,3,0,1,0.102274,0.005939,1,0,18.6,1060,6,0,0
2026-01-01T06:59:03+00:00,666,6.50279,upi,0,unknown,unknown,unknown,unknown,6,3,0,0,0,0,0.210076,0.069245,0,0,0.0,279,1,0,0
2026-01-01T07:09:35+00:00,6030,8.704668,netbanking,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,1.761098,0.587033,1,0,7.0,541,0,0,0
2026-01-01T07:10:10+00:00,1470,7.293698,upi,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,0.527679,0.175188,1,0,7.0,1004,3,0,0
2026-01-01T07:22:23+00:00,12208,9.409929,upi,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,3.8043,1.2681,0,0,0.0,133,0,0,0
2026-01-01T07:22:40+00:00,895,6.79794,wallet,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,0.080011,0.02667,0,1,8.0,54,0,0,0
2026-01-01T07:24:56+00:00,5347,8.584478,card,0,rupay,credit,axis,consumer,7,3,0,0,0,0,1.205637,0.401879,0,0,0.0,346,0,0,0
2026-01-01T07:25:07+00:00,3851,8.256348,wallet,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,1.055525,0.174119,1,0,7.0,1030,6,0,0
2026-01-01T07:27:00+00:00,8598,9.059401,netbanking,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,1.865481,0.621827,0,1,8.0,614,0,0,1
2026-01-01T07:33:01+00:00,7930,8.978534,card,0,mastercard,credit,sbi,consumer,7,3,0,0,0,0,6.128284,2.042761,1,1,15.0,127,0,0,1
2026-01-01T07:34:43+00:00,5290,8.573763,wallet,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,3.956619,1.318873,0,1,8.0,728,0,0,1
2026-01-01T07:39:08+00:00,2502,7.825245,card,0,mastercard,credit,axis,consumer,7,3,0,0,0,0,0.335631,0.107019,0,0,0.0,133,1,0,0
2026-01-01T07:39:30+00:00,6157,8.725507,netbanking,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,1.866889,0.622296,0,0,0.0,517,0,0,0
2026-01-01T07:45:07+00:00,3062,8.02715,card,0,visa,debit,hdfc,business,7,3,0,0,0,0,1.442299,0.480766,1,0,7.0,658,0,0,0
2026-01-01T07:47:31+00:00,11289,9.331673,netbanking,0,unknown,unknown,unknown,unknown,7,3,0,0,0,0,2.680385,0.8934,0,1,8.0,395,4,0,0
2026-01-01T08:03:27+00:00,1728,7.455298,upi,0,unknown,unknown,unknown,unknown,8,3,0,0,0,0,1.154309,0.38477,0,0,0.0,956,0,0,0
2026-01-01T08:04:26+00:00,14870,9.607168,emi,0,unknown,unknown,unknown,unknown,8,3,0,0,0,0,1.57705,0.525683,0,1,8.0,600,0,0,0
2026-01-01T08:12:55+00:00,850,6.746412,pay_later,0,unknown,unknown,unknown,unknown,8,3,0,0,0,0,0.142878,0.046662,0,0,0.0,56,1,0,0
2026-01-01T08:14:11+00:00,1900,7.550135,upi,0,unknown,unknown,unknown,unknown,8,3,0,0,0,0,0.22749,0.07583,0,1,8.0,465,0,0,0
2026-01-01T08:14:19+00:00,5760,8.658866,card,1,visa,debit,kotak_mahindra,consumer,8,3,0,1,0,0,1.575524,0.260433,0,0,2.2,1030,7,0,0
2026-01-01T08:14:36+00:00,2298,7.74023,netbanking,0,unknown,unknown,unknown,unknown,8,3,0,0,0,0,0.150807,0.050269,0,0,0.0,1091,0,0,0
